"Code";"Product label";"Exported value in 2003";"Exported value in 2004";"Exported value in 2005";"Exported value in 2006";"Exported value in 2007";"Exported value in 2008";"Exported value in 2009";"Exported value in 2010";"Exported value in 2011";"Exported value in 2012";"Exported value in 2013";"Exported value in 2014";"Exported value in 2015";"Exported value in 2016";"Exported value in 2017";"Exported value in 2018";"Exported value in 2019";"Exported value in 2020";"Exported value in 2021";"Exported value in 2022"
"'3909";"Amino-resins, phenolic resins and polyurethanes, in primary forms";5;108;269;270;669;1113;1093;1225;1567;1541;2913;3586;1403;85;38;411;1363;2507;3252;1390
"'8518";"Microphones and stands therefor (excl. cordless microphones with built-in transmitter); loudspeakers, ...";11;53;32;27;100;36;114;103;953;1740;2010;1338;1426;2067;1342;1405;1749;1738;1129;1389
"'7001";"Cullet and other waste and scrap of glass; glass in the mass (excluding glass in the form of ...";0;0;0;0;0;0;0;1;0;0;14;12;19;83;32;48;69;266;364;1387
"'6207";"Men's or boys' singlets and other vests, underpants, briefs, nightshirts, pyjamas, bathrobes, ...";11073;21680;6950;4878;5249;5502;4895;4358;5171;3524;3732;3479;2404;2229;1608;1849;2398;3601;1640;1384
"'7226";"Flat-rolled products of alloy steel other than stainless, of a width of < 600 mm, hot-rolled ...";0;0;0;3;0;8;0;0;4;2;1;18;12;8;0;71;3029;2459;706;1375
"'3406";"Candles, tapers and the like";1184;1268;1196;1302;1608;1912;1466;948;912;822;704;647;758;499;466;380;345;320;560;1356
"'4421";"Other articles of wood, n.e.s.";1301;1343;2203;1106;1061;753;535;725;894;459;1062;1164;1321;983;1316;1194;1125;1008;1179;1350
"'4911";"Printed matter, incl. printed pictures and photographs, n.e.s.";1963;2138;1792;1622;1996;5949;4259;4329;4650;2515;3016;18624;1093;12783;24524;9278;6186;1080;2346;1347
"'2007";"Jams, fruit jellies, marmalades, fruit or nut pur�e and fruit or nut pastes, obtained by cooking, ...";11;16;87;161;165;223;592;485;711;733;367;496;716;508;628;714;602;595;754;1334
"'6809";"Articles of plaster or of compositions based on plaster (excl. plaster bandages for straightening ...";292;318;502;413;218;198;525;348;462;807;1049;1473;689;1003;1322;978;1674;1123;1536;1327
"'0710";"Vegetables, uncooked or cooked by steaming or boiling in water, frozen";5252;5772;4209;3145;4617;2037;2433;1854;3880;3289;3183;1504;4202;7801;6871;7948;4320;1327;3058;1309
"'7225";"Flat-rolled products of alloy steel other than stainless, of a width of >= 600 mm, hot-rolled ...";0;1;279;0;0;0;0;0;0;0;0;1;0;0;7983;4091;167;2645;1135;1288
"'8702";"Motor vehicles for the transport of >= 10 persons, incl. driver";5348;5901;1170;2353;1969;578;2334;4694;1100;936;14439;1271;17508;11847;12602;25283;29732;12590;3017;1282
"'3906";"Acrylic polymers, in primary forms";549;657;1230;146;79;46;82;217;182;372;112;1676;75;28;150;228;355;1397;1219;1279
"'4811";"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, ...";775;246;328;432;376;420;320;1050;702;618;735;953;547;427;503;584;407;378;441;1268
"'7408";"Copper wire (excl. surgical sutures, stranded wire, cables, plaited bands and the like and ...";18;15;31;209;380;741;3536;276;4061;2308;1678;1186;2803;1204;939;1131;1157;4678;3036;1248
"'0207";"Meat and edible offal of fowls of the species Gallus domesticus, ducks, geese, turkeys and ...";9;29;0;131;363;14966;538;637;368;570;626;991;1190;565;958;1411;888;684;1025;1245
"'7314";"Cloth, incl. endless bands, grill, netting and fencing, of iron or steel wire, expanded metal ...";30;123;98;187;813;675;281;325;296;199;241;1401;1113;903;1404;1133;763;614;1038;1243
"'7307";"Tube or pipe fittings ""e.g. couplings, elbows, sleeves"", of iron or steel";1122;1030;1311;1459;2051;2353;1924;3835;5503;5957;2488;3377;2341;2268;1608;1816;1736;952;1899;1240
"'6506";"Headgear, whether or not lined or trimmed, n.e.s.";156;525;521;430;599;616;860;773;1249;214;389;343;755;781;1071;1186;986;1312;891;1235
"'6214";"Shawls, scarves, mufflers, mantillas, veils and similar articles (excl. knitted or crocheted)";14165;11492;14468;16517;21749;24470;20525;21735;21311;24355;23435;32786;19257;15543;15554;8164;2493;1134;2212;1227
"'7323";"Table, kitchen or other household articles, and parts thereof, of iron or steel; iron or steel ...";1314;1056;849;394;1637;10464;8278;8753;10325;4392;1404;1140;1048;1347;1388;935;937;809;1425;1222
"'4414";"Wooden frames for paintings, photographs, mirrors or similar objects";1875;2241;2939;2687;4446;2722;2502;1859;1620;1135;1055;989;679;1032;1195;1331;1439;1501;1496;1217
"'8427";"Fork-lift trucks; other works trucks fitted with lifting or handling equipment (excl. straddle ...";7;22;143;112;156;608;190;783;536;369;328;678;915;810;691;528;739;1568;1649;1199
"'7606";"Plates, sheets and strip, of aluminium, of a thickness of > 0,2 mm (excl. expanded plates, ...";48;1;41;109;118;117;58;458;370;79;337;523;287;197;443;600;688;1165;1888;1180
"'5503";"Synthetic staple fibres, not carded, combed or otherwise processed for spinning";22;73;46;236;153;425;137;1;318;618;0;1;8;11;241;107;76;1216;2407;1176
"'6911";"Tableware, kitchenware, other household articles and toilet articles, of porcelain or china ...";1482;2699;1554;1737;1385;1128;587;434;2785;2520;1552;898;736;711;1024;737;750;632;879;1161
"'5607";"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, ...";139;166;200;34;215;266;213;354;381;409;1109;1408;995;997;1033;1072;657;1602;943;1152
"'5508";"Sewing thread of man-made staple fibres, whether or not put up for retail sale";76;227;130;111;301;47;433;69;108;32;92;1419;1454;1084;188;272;566;2286;1990;1140
"'7401";"Copper mattes; cement copper ""precipitated copper""";1648;7;660;5351;4363;6169;4171;2439;3346;7000;0;0;0;0;0;0;9;2487;1781;1134
"'0712";"Dried vegetables, whole, cut, sliced, broken or in powder, but not further prepared";6749;1322;1164;933;622;604;1674;92;260;186;2309;1717;4026;1858;1553;1413;1327;1214;1269;1131
"'4821";"Paper or paperboard labels of all kinds, whether or not printed";286;254;218;1235;2388;1401;3020;2123;1631;1425;918;1316;836;1037;706;908;971;1319;715;1119
"'3302";"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ...";113;494;223;145;176;289;241;286;406;284;148;231;675;1348;1969;1220;2191;1592;1432;1114
"'8528";"Monitors and projectors, not incorporating television reception apparatus; reception apparatus ...";41;30;181;175;1571;1439;5180;3197;382;827;320;4038;5287;3668;5208;2033;2542;3639;4357;1112
"'2522";"Quicklime, slaked lime and hydraulic lime (excl. pure calcium oxide and calcium hydroxide)";32;65;85;69;325;56;149;74;123;54;85;32;256;788;862;1150;1288;1573;1881;1089
"'3602";"Prepared explosives (excluding propellent powders)";208;123;0;28;0;62;45;759;1441;3535;6425;5459;324;2334;2712;4792;3529;3052;1323;1087
"'2833";"Sulphates; alums; peroxosulphates ""persulphates""";495;1604;1489;337;511;159;714;858;1149;1277;949;918;861;953;1383;709;233;151;1501;1074
"'1904";"Prepared foods obtained by the swelling or roasting of cereals or cereal products, e.g. corn ...";12;7;63;20;2;1;42;26;51;30;10;11;184;381;384;334;588;608;1042;1067
"'8473";"Parts and accessories (other than covers, carrying cases and the like) suitable for use solely ...";13830;14392;12393;14452;15551;18566;29322;27673;33422;28600;29053;32755;4754;2376;1506;1219;1172;1032;998;1021
"'1102";"Cereal flours (excl. wheat or meslin)";0;0;0;1;0;36;49;128;244;275;344;381;422;450;536;597;536;620;778;1006
"'4104";"Tanned or crust hides and skins of bovine ""incl. buffalo"" or equine animals, without hair on, ...";920;23;6;164;739;532;722;717;2355;278;1506;693;2207;1647;1881;2496;2495;700;1000;1001
"'8543";"Electrical machines and apparatus, having individual functions, n.e.s. in chapter 85 and parts ...";1192;1235;916;752;15570;4479;2467;155;243;933;495;619;652;684;1327;1221;426;718;976;977
"'5101";"Wool, neither carded nor combed";0;75;194;122;20;103;0;264;3872;3413;5251;5538;4495;2731;3106;5138;2792;684;1217;970
"'8430";"Moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring ...";117;275;362;493;936;934;1280;1120;470;2940;979;679;897;373;2546;4886;2079;3530;1161;955
"'3403";"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ...";67;69;66;115;25;29;59;21;391;348;432;402;234;568;1437;1949;676;347;837;950
"'6306";"Tarpaulins, awnings and sunblinds; tents; sails for boats, sailboards or landcraft; camping ...";410;965;2296;1322;2016;635;453;766;773;596;1088;1847;973;1245;1213;1319;1556;643;1087;946
"'1301";"Lac; natural gums, resins, gum-resins, balsams and other natural oleoresins";67;103;75;153;97;70;103;76;55;62;88;163;162;56;178;72;89;177;145;938
"'8451";"Machinery (excl. of heading 8450) for washing, cleaning, wringing, drying, ironing, pressing ...";310;471;694;353;418;892;513;211;585;1054;744;810;616;447;880;1706;520;231;936;936
"'4011";"New pneumatic tyres, of rubber";12629;15562;6582;3247;502;612;2770;1167;903;1991;2846;384;969;530;940;802;1412;915;444;925
"'7508";"Articles of nickel, n.e.s. (excl. powder, flakes, bars, profiles, wire, plates, sheets, strip, ...";0;7;3;0;5;4;896;3;1;35;6;45;4;30;137;449;192;475;537;917
"'8448";"Auxiliary machinery for use with machines of heading 8444, 8445, 8446 or 8447, e.g. dobbies, ...";457;288;480;674;513;716;263;271;1416;591;771;772;527;708;794;738;843;851;1063;910
"'9004";"Spectacles, goggles and the like, corrective, protective or other (excl. spectacles for testing ...";13;51;95;210;107;279;394;192;190;299;182;530;453;351;438;261;290;356;426;907
"'7321";"Stoves, ranges, grates, cookers, incl. those with subsidiary boilers for central heating, barbecues, ...";53;113;100;106;134;94;92;45;272;423;336;254;857;361;172;586;1032;936;892;897
"'2821";"Iron oxides and hydroxides; earth colours containing >= 70% by weight of combined iron evaluated ...";0;0;0;0;0;0;0;0;0;0;1047;5;33;218;724;485;472;300;699;892
"'0714";"Roots and tubers of manioc, arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar ...";48;20;0;12;32;0;0;29;9;6;6;2;5;4;55;41;291;285;291;885
"'7407";"Bars, rods and profiles, of copper, n.e.s.";16;9;11;52;31;44;134;69;17;33;42;22;56;27;654;843;751;134;241;875
"'8205";"Hand tools, incl. glaziers' diamonds, of base metal, n.e.s.; blowlamps and the like; vices, ...";63;143;185;144;207;227;1810;690;16150;4224;919;1194;521;442;1224;883;459;1398;1533;868
"'8462";"Machine tools, incl. presses, for working metal by forging, hammering or die forging (excl. ...";245;284;1042;172;177;192;666;74;395;474;918;505;331;858;496;5967;4237;2065;3640;860
"'8515";"Electric, incl. electrically heated gas, laser or other light or photon beam, ultrasonic, electron ...";98;77;138;60;200;599;516;455;231;715;802;2254;510;549;384;801;1217;1062;1075;852
"'1108";"Starches; inulin";709;524;739;322;457;307;133;430;4;0;1;54;13;88;392;484;382;659;817;840
"'1601";"Sausages and similar products, of meat, offal or blood; food preparations based on these products";3;12;111;409;440;390;501;818;1051;1281;1089;732;927;645;645;170;179;176;508;832
"'8425";"Pulley tackle and hoists (other than skip hoists); winches and capstans; jacks";1044;4000;1857;1185;137;290;188;199;276;1730;3090;5356;7320;3059;1646;786;707;541;949;832
"'1511";"Palm oil and its fractions, whether or not refined (excl. chemically modified)";3050;2401;3031;1519;320;2788;0;62;35;0;0;0;0;4;0;0;0;0;43;830
"'3814";"Organic composite solvents and thinners, n.e.s.; prepared paint or varnish removers (excluding ...";75;92;111;258;112;218;228;332;283;289;499;438;661;492;541;472;774;680;1072;815
"'9614";"Smoking pipes, incl. pipe bowls, cigar or cigarette holders, and parts thereof, n.e.s.";449;323;186;213;3;199;145;113;24;114;256;217;110;162;124;79;121;456;468;811
"'1703";"Molasses resulting from the extraction or refining of sugar";3437;7754;5052;10235;3867;3978;4087;3525;5864;448;0;990;2184;6358;5898;9811;9404;10026;9047;810
"'1101";"Wheat or meslin flour";31442;16796;18261;23807;43653;34330;24296;32023;46787;67400;78334;68154;32016;6552;2537;6334;3866;756;598;802
"'0308";"Aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, ...";0;0;0;0;0;0;0;0;0;0;0;0;477;665;300;258;292;392;976;799
"'8548";"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary ...";25;26;686;84;29;152;906;3254;1599;654;279;228;786;690;945;956;2960;2724;5194;795
"'5309";"Woven fabrics of flax";65;104;142;3075;687;611;1225;381;887;127;289;1141;492;160;141;398;801;2262;1240;790
"'7907";"Articles of zinc, n.e.s.";68;22;101;46;21;47;170;134;1881;2749;913;1408;1204;1150;1463;949;858;679;772;774
"'2209";"Vinegar, fermented vinegar and substitutes for vinegar obtained from acetic acid";137;110;144;592;384;294;377;315;363;367;435;474;465;520;525;679;707;1231;1018;767
"'4601";"Plaits and similar products of plaiting materials, whether or not assembled into strips; plaiting ...";95;162;131;115;76;66;227;104;163;144;103;158;226;151;272;257;232;312;496;757
"'4420";"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ...";1016;1047;883;937;1277;1512;632;602;442;661;733;712;689;484;669;657;810;399;588;745
"'8433";"Harvesting or threshing machinery, incl. straw or fodder balers; grass or hay mowers; machines ...";140;20;122;21;103;289;557;257;133;142;899;171;59;117;99;181;55;104;49;741
"'3903";"Polymers of styrene, in primary forms";22;17;0;92;126;71;58;62;60;173;150;405;420;229;235;387;729;272;523;738
"'0814";"Peel of citrus fruit or melons, incl. watermelons, fresh, frozen, dried or provisionally preserved ...";289;256;342;509;324;320;260;330;484;334;345;383;512;507;516;582;837;466;620;731
"'3212";"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ...";11;1;5;3;2;8;3;1;3;79;130;8;5;11;13;63;210;305;880;719
"'4703";"Chemical wood pulp, soda or sulphate (excl. dissolving grades)";43423;40461;56168;54928;67535;54598;51480;115140;65223;61109;6360;295;0;0;0;58;117;345;543;707
"'8607";"Parts of railway or tramway locomotives or rolling stock, n.e.s.";0;0;2;7;1;24;2;1;333;1425;572;472;213;0;225;75;368;256;224;698
"'0812";"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ...";31;3;7;82;236;251;460;217;43;42;70;168;160;173;225;161;224;199;220;697
"'5111";"Woven fabrics of carded wool or of carded fine animal hair (excl. fabrics for technical use ...";73;8;438;192;436;1340;574;2598;462;419;596;337;209;1329;526;352;1106;2303;398;691
"'3922";"Baths, shower-baths, sinks, washbasins, bidets, lavatory pans, seats and covers, flushing cisterns ...";589;499;218;559;783;925;829;515;284;672;841;758;237;303;361;582;439;567;744;688
"'8432";"Agricultural, horticultural or forestry machinery for soil preparation or cultivation (excl. ...";10;12;349;2;136;91;98;125;106;322;55;32;74;128;58;94;175;116;382;684
"'6101";"Men's or boys' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ...";4668;4246;4652;4749;2924;3636;2369;3779;2737;582;2570;1943;3924;2148;1740;1246;1067;805;1026;682
"'7322";"Radiators for central heating, non-electrically heated, and parts thereof, of iron or steel; ...";331;352;351;221;197;307;141;109;134;78;3;4;2;1;1;3;7;64;7;674
"'8403";"Central heating boilers, non-electric; parts thereof (excl. vapour generating boilers and superheated ...";548;0;477;337;842;337;158;109;215;341;136;62;0;3;42;5;35;28;8;669
"'3206";"Inorganic or mineral colouring matter, n.e.s.; preparations based on inorganic or mineral colouring ...";17;22;128;352;89;115;236;359;1948;308;328;395;78;49;324;132;314;345;948;669
"'9102";"Wrist-watches, pocket-watches and other watches, incl. stop-watches (excl. of precious metal ...";469;435;573;670;816;856;1002;709;472;507;627;476;423;426;1199;1222;563;315;240;669
"'8454";"Converters, ladles, ingot moulds and casting machines of a kind used in metallurgy or in metal ...";0;0;0;32;0;0;2;0;6;56;0;273;58;0;0;39;32;48;53;664
"'8907";"Rafts, tanks, coffer-dams, landing stages, buoys, beacons and other floating structures (excl. ...";11;733;16;26107;24;44;1583;281;32;158;601;738;18;56;34;77;244;244;402;663
"'5408";"Woven fabrics of artificial filament yarn, incl. monofilament of >= 67 decitex and a maximum ...";1500;2373;1441;1723;1084;1667;2106;1570;2474;748;868;569;644;961;790;1440;1420;1173;696;658
"'4401";"Fuel wood, in logs, billets, twigs, faggots or similar forms; wood in chips or particles; sawdust ...";1;1;1;0;6;5;3;1;116;122;21;411;276;362;701;799;192;32;123;657
"'0508";"Coral and similar materials, shells of molluscs, crustaceans or echinoderms, cuttle-bone, powder ...";1128;875;456;155;282;516;479;598;677;589;1746;1138;883;604;480;713;372;45;371;654
"'8445";"Machines for preparing textile fibres; spinning, doubling or twisting machines and other machinery ...";11;318;1416;346;682;304;45;238;1132;1332;345;1728;1395;693;1659;1328;428;285;172;649
"'5705";"Carpets and other textile floor coverings, whether or not made up (excluding knotted, woven ...";340;834;392;430;307;181;126;176;154;162;421;848;364;363;504;599;1992;3602;932;648
"'9605";"Travel sets for personal toilet, sewing or shoe or clothes cleaning (excluding manicure sets)";284;883;460;532;850;737;372;187;38;66;19;9;652;843;1043;827;476;60;182;635
"'7211";"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ...";96;842;400;541;787;881;996;205;807;612;501;891;135;84;273;391;139;333;2639;634
