"Code";"Product label";"Exported value in 2003";"Exported value in 2004";"Exported value in 2005";"Exported value in 2006";"Exported value in 2007";"Exported value in 2008";"Exported value in 2009";"Exported value in 2010";"Exported value in 2011";"Exported value in 2012";"Exported value in 2013";"Exported value in 2014";"Exported value in 2015";"Exported value in 2016";"Exported value in 2017";"Exported value in 2018";"Exported value in 2019";"Exported value in 2020";"Exported value in 2021";"Exported value in 2022"
"'490290";"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ...";68;61;101;167;185;355;172;241;778;498;1156;1420;1090;942;744;852;615;92;42;203
"'640220";"Footwear with outer soles and uppers of rubber or plastics, with upper straps or thongs assembled ...";0;0;0;0;0;20;78;43;106;68;8;19;183;191;28;54;11;6;117;201
"'841311";"Pumps fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, ...";0;32;0;0;0;14;0;9;1;1;3;61;0;101;96;40;109;14;74;201
"'030712";"Oysters, even in shell, frozen";0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;0;0;0;201
"'841470";"Gas-tight biological safety cabinets";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;200
"'680510";"Natural or artificial abrasive powder or grain, on a base of woven textile fabric only, whether ...";219;418;665;520;525;599;476;287;345;812;978;935;824;864;835;787;651;599;663;200
"'847190";"Magnetic or optical readers, machines for transcribing data onto data media in coded form and ...";140;55;281;57;1761;318;1547;207;238;895;852;828;407;310;1246;320;234;460;290;200
"'490110";"Printed books, brochures and similar printed matter, in single sheets, whether or not folded ...";188;210;339;340;506;208;207;29;32;1;5;21;16;5;7;4;50;1;1;199
"'902680";"Instruments or apparatus for measuring or checking variables of liquids or gases, n.e.s.";9;12;153;132;29;10;9;46;63;113;64;353;154;90;265;116;166;128;428;199
"'060390";"Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable ...";47;42;12;22;69;167;31;100;71;86;304;6;4;26;40;44;101;144;205;198
"'030695";"Shrimps and prawns, whether in shell or not, dried, salted, smoked or in brine, incl. ones ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;38426;8574;0;0;0;198
"'580123";"Cut weft pile fabrics, of cotton (excl. terry towelling and similar woven terry fabrics, tufted ...";32;5;79;33;70;46;0;166;336;28;110;155;46;4;4;0;3;75;0;198
"'741920";"Articles of copper, cast, moulded, stamped or forged, but not further worked, n.e.s.";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;198
"'903089";"Instruments and apparatus for measuring or checking electrical quantities, without recording ...";36;0;71;12;69;0;4;0;8;36;35;1494;380;147;293;245;200;81;124;197
"'732490";"Sanitary ware, incl. parts thereof (excl. cans, boxes and similar containers of heading 7310, ...";1;44;35;10;5;6;20;1;12;34;6;33;26;41;182;211;223;182;236;196
"'901730";"Micrometers, callipers and gauges (excl. gauges without adjustable devices of subheading 9031.80)";2;2;7;1;2;8;1;15;7;4;4;18;52;89;99;20;31;114;245;195
"'091091";"Mixtures of different types of spices";91;168;100;116;78;82;151;138;147;146;96;209;208;199;121;150;114;20;103;195
"'843880";"Machinery for the industrial preparation or manufacture of food or drink, n.e.s.";11;56;20;61;620;172;3;1457;457;329;589;546;35;7;383;68;120;303;158;195
"'760692";"Plates, sheets and strip, of aluminium alloys, of a thickness of > 0,2 mm (other than square ...";24;0;33;0;0;0;0;7;42;0;106;36;73;4;45;5;10;95;144;194
"'160231";"Meat or offal of turkeys ""Gallus domesticus"", prepared or preserved (excl. sausages and similar ...";0;2;17;31;500;661;563;280;466;440;769;597;161;58;140;366;186;547;326;194
"'551229";"Woven fabrics containing >= 85% acrylic or modacrylic staple fibres by weight, dyed, made of ...";0;2;39;0;54;2;209;457;397;757;11;37;148;18;4;6;9;0;421;193
"'090411";"Pepper of the genus Piper, neither crushed nor ground";177;203;243;186;352;298;335;343;178;255;303;364;183;184;201;436;160;227;95;192
"'200110";"Cucumbers and gherkins, prepared or preserved by vinegar or acetic acid";5584;6157;5280;3108;1255;2400;1005;397;688;317;39;139;106;42;104;115;118;205;156;192
"'080910";"Fresh apricots";394;405;407;637;710;204;512;182;436;67;118;555;474;7;1494;32;281;101;84;192
"'903033";"Instruments and apparatus for measuring or checking voltage, current, resistance or electrical ...";0;0;0;0;0;0;0;0;0;0;0;0;7;52;23;177;77;320;521;191
"'847982";"Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring ...";17;52;447;24;2382;141;70;435;118;296;266;38;80;163;116;134;271;189;209;190
"'841229";"Hydraulic power engines and motors (excl. hydraulic turbines and water wheels of heading 8410, ...";1;12;8;1;0;4;5;24;0;41;28;73;170;57;71;102;128;185;490;190
"'850720";"Lead acid accumulators (excl. spent and starter batteries)";104;0;228;145;141;467;149;399;48;147;115;106;651;815;1848;312;110;309;67;190
"'070110";"Seed potatoes";3;161;0;10;0;2;3;0;20;54;0;83;242;245;122;111;134;223;103;190
"'841850";"Furniture ""chests, cabinets, display counters, show-cases and the like"" for storage and display, ...";85;165;273;73;10;37;253;148;86;98;206;206;214;159;411;224;270;204;206;189
"'390730";"Epoxide resins, in primary forms";30;4;0;0;4;3;0;1;72;0;23;2;37;4;304;227;263;212;49;189
"'450200";"Natural cork, debacked or roughly squared, or in square or rectangular blocks, plates, sheets ...";491;1018;474;406;230;145;89;89;159;233;231;375;178;22;185;483;180;31;41;189
"'961700";"Vacuum flasks and other vacuum vessels, and parts thereof (excl. glass inners)";0;2;3;1;0;12;1;3;4;1;1;47;125;17;8;65;34;50;39;189
"'741820";"Sanitary ware and parts thereof, of copper (excl. cans, boxes and similar containers of heading ...";119;31;7;9;2;15;22;18;5;22;22;11;21;36;12;13;11;49;185;188
"'200949";"Pineapple juice, unfermented, Brix value > 20 at 20�C, whether or not containing added sugar ...";75;11;0;0;0;0;6;0;35;312;263;198;210;152;220;238;166;178;163;188
"'851714";"Telephones for cellular networks or for other wireless networks (excl. line telephone sets ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;186
"'630130";"Blankets and travelling rugs of cotton (excl. electric, table covers, bedspreads and articles ...";129;718;386;96;336;100;109;104;2;13;12;36;32;42;242;252;288;258;229;186
"'940171";"Upholstered seats, with metal frames (excl. seats for aircraft or motor vehicles, swivel seats ...";405;355;273;151;58;181;139;21;139;229;44;229;178;109;352;225;394;453;300;185
"'070953";"Fresh or chilled mushrooms of the genus Cantharellus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;185
"'844540";"Textile winding, incl. weft-winding, or reeling machines";0;24;256;0;280;82;2;26;0;5;191;667;668;2;204;169;194;134;19;185
"'842920";"Self-propelled graders and levellers";0;193;0;5;270;749;764;1328;2171;978;859;1147;125;1311;1041;580;1254;790;134;184
"'730110";"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements";0;0;0;23;11;3;0;0;0;0;0;0;106;0;0;0;0;0;516;184
"'730719";"Cast tube or pipe fittings of iron or steel (excl. products of non-malleable cast iron)";9;19;7;17;15;279;18;120;15;237;119;240;49;110;173;203;170;47;16;182
"'480257";"Uncoated paper and paperboard, of a kind used for writing, printing or other graphic purposes, ...";0;40;193;241;245;66;100;840;649;134;366;53;75;139;41;88;69;24;7;182
"'844250";"Printing plates, cylinders and other printing components; plates, cylinders and lithographic ...";18;27;55;24;17;14;43;40;84;18;47;54;79;203;69;140;308;198;216;182
"'160559";"Molluscs, prepared or preserved (excl. smoked, oysters, scallops, mussels, cuttle fish, squid, ...";0;0;0;0;0;0;0;0;0;0;0;0;0;13;10;0;26;36;147;181
"'071029";"Leguminous vegetables, shelled or unshelled, uncooked or cooked by steaming or by boiling in ...";83;138;10;0;153;28;171;178;1;0;117;1;1;6;57;24;203;446;0;181
"'340231";"Linear alkylbenzene sulphonic acids and their salts";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;181
"'732620";"Articles of iron or steel wire, n.e.s.";78;65;69;112;72;50;123;1225;430;98;200;282;85;118;110;64;37;38;190;181
"'580190";"Woven pile fabrics and chenille fabrics (excl. those of man-made fibres, wool or fine animal ...";82;32;145;281;300;69;55;111;61;3;95;199;105;157;153;207;107;135;158;180
"'160558";"Snails, prepared or preserved (excl. smoked and sea snails)";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;304;492;304;220;180
"'950691";"Articles and equipment for general physical exercise, gymnastics or athletics";16;2;2;25;8;20;68;78;93;68;145;29;99;52;9;59;62;62;50;180
"'420340";"Clothing accessories of leather or composition leather (excl. gloves, mittens and mitts, belts, ...";140;71;51;79;185;944;236;95;147;114;113;48;61;173;67;82;77;81;83;180
"'871491";"Frames and forks, and parts thereof, for cycles, n.e.s. (excl. for motorcycles)";0;0;7;0;0;7;6;0;0;26;16;0;0;0;0;0;0;0;38;179
"'520643";"Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...";0;0;19;94;0;0;156;37;0;0;0;42;0;173;265;236;870;288;0;178
"'482320";"Filter paper and paperboard, in strips or rolls of a width <= 36 cm, in rectangular or square ...";3;7;0;0;0;0;0;0;1;0;63;5;1;11;18;37;463;10;70;178
"'390610";"Poly""methyl methacrylate"", in primary forms";0;0;0;0;2;0;0;8;13;31;33;33;31;9;27;41;58;106;294;178
"'830710";"Flexible tubing of iron or steel, with or without fittings";1;0;0;9;25;145;537;3;17;20;8;3;54;54;14;72;29;25;17;177
"'610339";"Men's or boys' jackets and blazers of textile materials (excl. of wool, fine animal hair, cotton ...";40;0;217;1;20;1;0;64;13;19;0;2;5;0;96;155;163;0;0;176
"'160554";"Cuttlefish and squid, prepared or preserved (excl. smoked)";0;0;0;0;0;0;0;0;0;0;0;0;26;47;0;0;17;38;2;176
"'730439";"Tubes, pipes and hollow profiles, seamless, of circular cross-section, of iron or non-alloy ...";138;3;120;1315;475;133;50;50;212;108;111;208;84;46;74;520;270;425;238;175
"'900630";"Cameras specially designed for underwater use, for aerial survey or for medical or surgical ...";0;0;0;0;0;0;0;0;0;0;0;0;0;78;0;0;0;0;0;175
"'620429";"Women's or girls' ensembles of textile materials (excl. of wool, fine animal hair, cotton or ...";1703;2546;1436;1494;1493;1382;1214;532;1298;548;759;280;265;975;1816;1101;374;267;350;175
"'020442";"Frozen cuts of sheep, with bone in (excl. carcases and half-carcases)";0;0;0;0;0;0;5;14;0;0;0;0;2;6;19;29;3;5;14;174
"'848310";"Transmission shafts, incl. cam shafts and crank shafts, and cranks";9;16;33;47;161;130;90;147;119;177;76;126;74;135;133;514;159;226;315;174
"'721510";"Bars and rods, of non-alloy free-cutting steel, not further worked than cold-formed or col ...";0;0;0;0;109;0;0;0;0;0;0;3;0;264;25;40;95;94;145;174
"'854939";"Waste and scrap of electrical and electronic assemblies and printed circuit boards (excl. for ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;174
"'621390";"Handkerchiefs of textile materials, of which no side exceeds 60 cm (excl. of cotton, and knitted ...";71;5;7;2;8;25;1;4;1;14;25;11;8;3;28;183;166;528;295;174
"'690510";"Roofing tiles";6;48;38;22;36;31;76;29;63;115;97;51;5;25;52;338;172;185;26;173
"'841583";"Air conditioning machines comprising a motor-driven fan, not incorporating a refrigerating ...";0;17;5;10;36;54;25;3;1;55;172;315;26;185;1119;292;18;3258;1020;173
"'850680";"Primary cells and primary batteries, electric (excl. spent, and those of silver oxide, mercuric ...";5;40;3;20;5;689;932;1213;1219;1320;1410;1016;578;639;440;490;402;509;175;173
"'820330";"Metal-cutting shears and similar hand tools, of base metal";5;0;0;10;3;7;0;5;0;3;0;30;0;3;3;10;3;10;60;172
"'520821";"Plain woven fabrics of cotton, containing >= 85% cotton by weight and weighing <= 200 g/m�, ...";8;0;34;28;52;118;79;4;6;0;0;12;2;40;8;16;3;97;522;171
"'843141";"Buckets, shovels, grabs and grips for machinery of heading 8426, 8429 and 8430";1415;2064;3294;5014;5434;4654;3631;3382;1495;290;305;424;626;158;772;217;1188;427;385;170
"'150910";"Virgin olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ...";5749;32068;81941;64451;11528;4328;4497;37523;42395;26095;16623;34821;68622;44116;30084;43661;59254;35552;37494;167
"'520645";"Multiple ""folded"" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...";0;0;0;51;168;28;72;0;0;3;0;2;0;0;0;6;2;5;104;166
"'551643";"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, mixed ...";67;57;12;256;699;404;42;5;92;61;413;792;319;90;47;52;29;159;116;166
"'831110";"Coated electrodes of base metal, for electric arc-welding";714;702;895;702;632;550;640;714;558;1380;2130;1984;1019;1230;1124;918;778;296;206;166
"'902620";"Instruments and apparatus for measuring or checking pressure of liquids or gases (excl. regulators)";6;4;5;6;3;16;8;7;56;11;283;517;154;90;151;155;39;177;250;165
"'902000";"Breathing appliances and gas masks, incl. parts and accessories (excl. protective masks having ...";0;0;1;0;1;9;49;0;12;37;267;258;359;115;110;159;161;404;166;165
"'731442";"Grill, netting and fencing, of iron or steel wire, not welded at the intersection, coated with ...";0;0;0;4;0;5;10;8;0;0;0;0;40;79;2;0;72;60;57;165
"'030344";"Frozen bigeye tunas ""Thunnus obesus""";0;0;0;0;0;0;462;0;0;0;0;0;2;1;4;3;0;29;343;164
"'852321";"Cards incorporating a magnetic stripe for the recording of sound or of other phenomena";0;0;0;0;0;0;0;0;0;0;0;0;196;141;221;175;243;62;75;164
"'540761";"Woven fabrics of yarn containing >= 85% by weight of non-textured polyester filaments, incl. ...";71;103;128;295;62;82;89;29;87;92;649;66;295;356;175;590;799;1347;448;163
"'691190";"Household and toilet articles, of porcelain or china (excl. tableware and kitchenware, baths, ...";37;1469;780;1031;979;858;498;321;1620;2107;1269;324;147;132;78;26;23;35;93;163
"'730690";"Tubes, pipes and hollow profiles ""e.g., open seam, riveted or similarly closed"", of iron or ...";2290;4558;5086;4099;3132;1472;253;201;361;347;2310;512;356;311;431;559;134;300;116;163
"'350691";"Adhesives based on polymers of headings 3901 to 3913 or on rubber (excl. put up for retail ...";47;48;24;48;4;12;81;127;35;79;43;335;39;35;40;194;139;133;311;163
"'847981";"Machinery for treating metal, incl. electric wire coil-winders, n.e.s. (excl. industrial robots, ...";93;102;35;13;38;0;201;38;29;358;1635;76;47;180;94;92;199;229;15;162
"'441879";"Flooring panels, assembled, of wood other than bamboo (excl. multilayer panels and panels for ...";0;0;0;0;0;0;0;0;0;0;0;0;42;222;70;136;30;14;36;162
"'847160";"Input or output units for automatic data-processing machines, whether or not containing storage ...";374;416;426;289;1916;5714;3608;1093;1273;520;952;2290;241;164;135;105;328;221;463;162
"'902750";"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...";0;1;20;41;37;3;0;0;0;0;0;42;34;91;59;37;8;27;95;162
"'871680";"Vehicles pushed or drawn by hand and other vehicles not mechanically propelled (excl. trailers ...";10;18;148;157;310;172;26;125;121;200;269;258;53;145;96;184;243;52;177;161
"'551519";"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, other ...";650;501;383;696;800;221;217;1102;269;3;56;258;230;165;500;609;253;186;181;160
"'080810";"Fresh apples";0;0;1;1;1;0;7;10;4;31;138;296;375;133;141;88;86;247;255;160
"'330741";"""Agarbatti"" and other odoriferous preparations which operate by burning";14;7;13;18;24;24;18;10;20;26;69;73;63;26;15;310;219;122;84;159
"'950490";"Tables for casino games, automatic bowling alley equipment, and other funfair, table or parlour ...";17;6;38;13;2;635;8;2;53;3;128;43;14;38;38;16;75;28;143;159
"'902730";"Spectrometers, spectrophotometers and spectrographs using optical radiations, such as UV, visible, ...";13;1;5;1;3;19;2;1;40;20;30;34;84;94;76;182;172;27;7;158
"'400211";"Styrene-butadiene rubber latex ""SBR""; carboxylated styrene-butadiene rubber latex ""XSBR""";0;0;0;0;0;35;0;2;3;0;0;10;51;86;171;372;188;204;275;158
"'854141";"Light emitting diodes ""LED""";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;157
"'551694";"Woven fabrics containing predominantly, but < 85% artificial staple fibres by weight, other ...";0;0;2;0;6;23;22;4;25;112;188;80;344;412;70;26;299;313;34;157
"'520544";"Multiple ""folded"" or cabled cotton yarn, of combed fibres, containing >= 85% cotton by weight ...";123;100;83;109;90;54;73;124;85;0;0;0;0;0;211;924;0;1;577;157
"'852560";"Transmission apparatus for radio-broadcasting or television, incorporating reception apparatus";0;0;0;0;0;0;0;0;0;0;0;0;1169;189;269;1748;63;23;10;157
"'560311";"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s., of synthetic or ...";0;8;0;25;55;81;98;33;80;22;159;1424;11;6;45;161;194;1018;833;156
"'852852";"Monitors capable of directly connecting to and designed for use with an automatic data processing ...";0;0;0;0;0;0;0;0;0;0;0;0;0;0;212;194;204;783;402;155
"'600641";"Unbleached or bleached fabrics, knitted or crocheted, of artificial fibres, of a width of > ...";9;0;23;34;363;83;101;2;2;6;55;27;20;150;43;323;115;156;128;154
"'610429";"Women's or girls' ensembles of textile materials (excl. of cotton or synthetic fibres, ski ...";161;173;529;632;5818;2818;1594;1436;2866;540;442;337;412;782;519;554;371;461;978;154
"'070519";"Fresh or chilled lettuce (excl. cabbage lettuce)";15;153;1576;965;1072;824;263;165;258;0;14;6;483;223;446;723;899;191;125;154
"'400912";"Tubes, pipes and hoses, of vulcanised rubber (excl. hard rubber), not reinforced or otherwise ...";0;0;0;0;0;0;13;1;4;7;4;10;45;20;25;136;229;13;135;153
"'940560";"Illuminated signs, illuminated nameplates and the like, with a permanently fixed light source";172;80;94;69;107;26;63;186;200;88;120;243;128;278;167;400;371;272;513;152
"'091020";"Saffron";1;1;9;0;22;74;5412;559;474;401;580;260;372;257;441;965;361;139;244;152
"'540773";"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...";126;438;797;351;538;784;294;257;19;19;10;5;186;50;204;58;36;245;257;152
"'901813";"Magnetic resonance imaging apparatus";5;13;75;39;24;0;0;101;28;6;38;95;136;178;308;257;553;681;1831;152
"'903141";"Optical instruments and appliances for inspecting semiconductor wafers or devices or for inspecting ...";0;0;2;0;0;0;0;0;0;0;0;0;0;0;52;0;1;0;0;151
